\,SWC Type,Assigned value,Average branch length,Average contraction,Average fragmentation,Average remote bif. angle,Average partition asymmetry,Average fractal dimension,Average spine/varicosity density,Depth,Height,Highest path order,Cable length,Mean radius,No. of branch points,No. of branches,No. of fitted paths,No. of nodes,No. of paths,No. of primary branches,No. of inner branches,No of spines/varicosities,No. of terminal branches,No. of tips,Length of primary branches (sum),Length of inner branches (sum),Length of terminal branches (sum),Horton-Strahler number,Horton-Strahler bifurcation ratio,Width,Sholl: Centroid,Sholl: Centroid radius,Sholl: Decay,Sholl: Enclosing radius,Sholl: Intercept,Sholl: Kurtosis,Sholl: Max,Sholl: Max (fitted),Sholl: Max (fitted) radius,Sholl: Mean,Sholl: Median,Sholl: No. maxima,Sholl: No. secondary maxima,Sholl: Degree of Polynomial fit,Sholl: Skeweness,Sholl: Sum,Sholl: Variance
Pvalb-IRES-Cre_Ai14-202470.03.02.01_657298379_m,Undefined,0.0,36.253893491611876,0.9125070652940281,31.562130177514792,76.55542972237842,0.4831570194866854,1.022075243566685,0.0,74.3915,578.6226,16,12253.81600016482,0.07862978957891559,166,338,0,10331,173,6,8,0,173,173,123.25566449846653,136.78386517464693,8189.998734111005,5,2.1705633875044663,463.1996,21.24767801857585,192.46943280368325,0.03473261393857515,384.9388656073664,-7.479996564958375,-1.6941697205861357,54.0,48.94096099459358,70.53227661749881,21.247678018575883,15.0,1,0,20,0.22817564054301506,6863.0,386.51610484010376
Pvalb-IRES-Cre_Ai14-212440.05.02.01_657246943_m,Undefined,0.0,42.4414380598236,0.91277165522091,36.780701754385966,85.06751397441876,0.5034644327718765,1.0246761975077339,0.0,60.1092,338.6503,9,4838.323938819889,0.09594766384698553,55,114,0,4080,60,6,8,0,60,60,101.21953667602227,476.58715842600793,3130.921068513896,4,1.993881118881119,391.96530000000007,16.472826086956523,110.41209377936785,2.8903133718197047,220.82418755873564,0.7299990027887023,-0.08072700272895617,25.0,23.131305911697588,155.6629518856661,16.472826086956523,19.0,1,0,20,-1.1086661676150147,3031.0,43.07029579472566
Pvalb-IRES-Cre_Ai14-215471.02.01.01_514342400_m,Undefined,0.0,48.543184563693536,0.9105773828622701,41.764227642276424,63.567443217973924,0.45439209369441924,1.0229367179960902,0.0,49.839999999999996,596.7950999999999,8,5970.811701334302,0.103641964001589,58,123,0,5015,66,7,2,0,66,66,302.7407472849244,36.77797607928376,3674.282112866924,5,3.1925438596491227,377.51539999999994,12.274691358024691,192.66784035600233,0.02940268369604844,385.33568071200466,-8.489831329104819,-1.4016808012193631,29.0,25.8291058319339,93.05319843819308,12.274691358024677,11.5,1,0,20,0.1438108096181264,3977.0,66.73236058555973
Pvalb-IRES-Cre_Ai14-236447.02.01.01_657270169_m,Undefined,0.0,29.173286305819577,0.9189097086899665,25.6013986013986,89.75021005774006,0.5485526168261162,1.0239905850577689,0.0,73.6112,318.51009999999997,13,8343.559883464397,0.05945607297467679,139,286,0,7037,148,8,1,0,148,148,321.27131360950887,89.21394376985711,5027.283889367054,5,6.499356617647059,302.5388,24.666666666666668,109.08309391549551,0.049748483772729876,218.16618783099102,-6.428726731045941,-1.3503832637969462,58.0,54.37381900330407,74.32034970066726,24.666666666666664,23.0,1,0,20,0.1941006134240537,4514.0,305.11355311355317
Pvalb-IRES-Cre_Ai14-238302.06.01.01_543141063_m,Undefined,0.0,23.78042112102964,0.9207975708919937,21.529197080291972,63.905872722402954,0.4346384651973782,1.025921900209502,0.0,78.1685,401.9616,10,6515.835387162125,0.06297446522292266,132,274,0,5626,143,8,3,0,143,143,436.739842492067,114.10324769657102,3511.3352526540934,5,2.7921312427409988,310.86260000000004,19.318627450980394,118.1852770288354,0.04150724567103948,236.37055405767083,-7.392126934984237,-1.414291775216075,40.0,37.34677218167705,142.05520982776278,19.318627450980387,17.5,1,0,20,0.0795197527823495,3941.0,162.85856756495699
Pvalb-IRES-Cre_Ai14-296193.03.01.02_650175812_m,Undefined,0.0,29.88445221801227,0.8995984033160717,26.534153005464482,81.2492120573316,0.5335917962400564,1.029896241336086,0.0,123.5575,402.28189999999995,17,21875.41902358497,0.04768673734616277,364,732,0,18692,369,6,5,0,369,369,155.95068178592135,53.539719931110255,14431.64965032192,6,3.0816448818587276,481.04970000000003,43.38289962825279,158.14158372453193,0.041872542922981794,316.2831674490638,-6.292721273341339,-1.4426968288845459,119.0,109.60455459814526,79.07079186226595,43.382899628252815,29.0,1,0,20,0.4594182303731884,11670.0,1770.8117960384043
Pvalb-IRES-Cre_Ai14-296193.04.01.01_596792650_m,Undefined,0.0,50.82946537099793,0.9140525022698944,44.572,71.38480719039073,0.5372782864255136,1.0218866806657712,0.0,131.2962,913.5137,13,38122.09902824841,0.07373040044812736,371,750,0,32680,380,8,4,0,380,380,246.59409098061826,83.0917082716173,25191.667918759653,6,2.6379095674967235,953.4752,36.035369774919616,363.83922667276676,0.018038930186067666,727.6784533455334,-8.76252996322417,-0.44730792958013543,122.0,106.08994887629385,110.14778520850264,36.035369774919566,38.0,1,0,20,0.6649978671935297,22414.0,960.990695434706
Pvalb-IRES-Cre_Ai14-299135.03.02.01_587405348_m,Undefined,0.0,44.0845707052371,0.9104864371730563,37.7791932059448,72.25734109111565,0.5393486609130708,1.0217382969086757,0.0,97.1583,592.1058,11,20763.83280216669,0.06911846396828492,233,471,0,17324,239,7,3,0,239,239,210.88179686381346,65.5464707203066,12568.020874194444,6,2.9877355072463767,737.9143999999999,22.34285714285714,316.52141031497024,0.01961762447576046,633.0428206299406,-9.186356700286167,-0.35560663595799813,76.0,73.49297397180784,123.2258925653701,22.342857142857255,9.0,1,0,19,1.0687355712351405,11730.0,583.6035986913865
Pvalb-IRES-Cre_Ai14-299135.05.01.01_650040988_m,Undefined,0.0,36.294175536849465,0.9069592476854502,32.00595238095238,68.47014911241608,0.57684268682733,1.0276613513256947,0.0,107.9563,579.4861,22,24389.68596076286,0.05708742054517211,334,672,0,20837,339,6,21,0,339,339,307.97261100531585,409.46740973511004,15749.146590293967,5,2.0947526031464325,399.7856,58.599221789883266,150.97698896453187,0.03615289679579362,301.9539779290638,-6.515696867067597,-1.3981978904154486,128.0,122.56544060204486,93.18111037654702,58.59922178988322,55.0,1,0,20,0.10733310051369563,15060.0,1663.4051556420238
Pvalb-IRES-Cre_Ai14-299333.03.01.01_596792857_m,Undefined,0.0,39.47124254169705,0.9122808348662816,34.70603015075377,79.0685243719944,0.510588360608401,1.0261834550002704,0.0,115.08,448.89949999999993,11,15709.554531595428,0.0684220449317302,196,398,0,13416,203,8,1,0,203,203,420.08837582548307,45.567788914306725,9368.677520239946,6,3.1893859649122804,685.4075,22.426829268292682,240.91048241600433,0.028229473952411238,481.82096483200866,-8.124642546468825,-0.5952478481133192,85.0,77.44997278465816,102.4900340840703,22.426829268292636,5.0,1,0,20,0.956740134620933,9195.0,702.2892539805598
Pvalb-IRES-Cre_Ai14-299335.05.01.01_657409148_m,Undefined,0.0,41.08754228783674,0.8997210608119361,35.406451612903226,77.11854153887519,0.5193651263759027,1.0288143780482846,0.0,153.7432,469.56050000000005,15,12737.138109229385,0.07531089904481307,151,310,0,10667,160,6,7,0,160,160,152.7358598458325,116.9863276971617,7725.964756949877,5,2.254443238793684,730.5708999999999,16.25858123569794,261.9276563039755,0.02395518017579569,523.8553126079509,-8.802174355749452,-1.3896726733471887,43.0,38.82371446454995,175.4194395430294,16.25858123569797,13.0,1,0,20,0.3886812476390397,7105.0,194.0499548632258
Pvalb-IRES-Cre_Ai14-299809.03.02.01_623867465_m,Undefined,0.0,32.98199238464106,0.8957501994832119,28.763245033112582,79.40230844524748,0.5783553750685849,1.0309345202518143,0.0,133.56,438.09369999999996,21,19921.12340032321,0.05514716334252835,300,604,0,16770,305,6,2,0,305,305,116.01633821871998,32.9990621286324,12086.755741220115,6,4.988134094621529,642.6221,29.04201680672269,213.7347961870652,0.031112181132872143,427.46959237413057,-7.445895657124027,-0.8941698102489868,94.0,79.8626951619084,81.65149517258673,29.042016806722756,24.0,1,0,20,0.6792103668823519,10368.0,779.5909262581464
Pvalb-IRES-Cre_Ai14-299810.02.01.01_659054679_m,Undefined,0.0,46.32337462596941,0.9028306702690038,40.56060606060606,73.29549930414072,0.5370353388007953,1.0264618557158829,0.0,141.0855,607.1649,14,18344.056351883904,0.06404149729146462,196,396,0,15667,201,6,1,0,201,201,114.63791835995184,49.98351857712775,10569.929469626086,6,3.0994444444444444,710.8242,26.530864197530864,237.77963638432723,0.0224451138225819,475.55927276865447,-8.629158246651507,-0.4816190396885429,66.0,58.67978337635657,96.52440684908333,26.53086419753085,24.0,1,0,20,0.5153173596266635,10745.0,267.0466935582443
Pvalb-IRES-Cre_Ai14-299810.04.02.01_638824825_m,Undefined,0.0,37.567132543174424,0.9099700642682462,33.153985507246375,88.45205278205331,0.5428763225603731,1.0249898639191204,0.0,121.6974,609.4459,17,20737.057163832316,0.05623663058434298,273,552,0,17750,280,8,3,0,280,280,199.62161693792874,83.12309738045505,12537.625726457141,6,2.689008994997019,468.16329999999994,40.25666666666667,175.5373449820533,0.033141184766954754,351.0746899641066,-7.110603760141444,-1.4498116790397375,86.0,82.29198720498482,181.99524061684457,40.256666666666675,47.0,1,0,20,-0.06739587482832467,12077.0,826.03089186176
Pvalb-IRES-Cre_Ai14-301430.02.02.01_637920210_m,Undefined,0.0,33.509548014797865,0.9065217846838728,29.215456674473067,77.160125891609,0.581358103468621,1.025337038456055,0.0,137.954,461.7066,13,14308.5770023187,0.06109657255224942,212,427,0,12049,216,5,2,0,216,216,87.31963174632983,88.07695246166466,9019.075907156192,6,3.1140187639588532,434.4923,31.12156862745098,152.58829243094146,0.04016507054377945,305.17658486188293,-6.68121900082966,-0.8860910894615599,100.0,85.32636443266621,82.90230061208631,31.121568627451047,20.0,1,0,20,0.744495481422395,7936.0,820.9654778446816
Pvalb-IRES-Cre_Ai14-301945.04.01.01_657409634_m,Undefined,0.0,29.33365563450716,0.8933165240374152,26.24783362218371,78.03409853262225,0.5691808557858754,1.0331971781253773,0.0,132.16,455.8508,17,16925.519301110624,0.05071573357177136,283,577,0,14569,295,8,12,0,295,295,549.4523297020567,324.8341086700511,11092.505171242885,5,2.2520505046338313,443.39150000000006,44.266666666666666,131.22402218233904,0.04091287648093984,262.4480443646781,-6.6651245687842815,-1.4184335153861873,108.0,102.45314969973704,108.96280413354938,44.26666666666663,33.0,1,0,20,0.4008834979409707,9960.0,1389.9999999999998
Pvalb-IRES-Cre_Ai14-301947.03.01.01_614432193_m,Undefined,0.0,27.978334381188816,0.88624488789043,24.17192429022082,84.69884186231191,0.560382739197561,1.0324732458858739,0.0,117.5793,293.66459999999995,29,17738.263997673737,0.045971507172364055,314,634,0,14692,321,8,26,0,321,321,233.04623717022406,673.5300875315409,11316.928325898194,6,1.9264779011837838,281.81590000000006,49.92972972972973,112.73417312826075,0.04810271949807384,225.46834625652153,-5.9185045644571135,-1.6059292362382642,114.0,94.88054924375729,72.29691537573244,49.92972972972968,52.0,1,0,20,-0.0307609059014376,9237.0,1290.2830787309058
Pvalb-IRES-Cre_Ai14-301947.03.02.01_591276438_m,Undefined,0.0,29.6327765240388,0.8829512042851839,26.11713665943601,95.65617974890529,0.5982611366968951,1.0322505161865445,0.0,101.62989999999999,718.8312,12,13660.709977581902,0.04963116677522007,226,461,0,11580,236,8,1,0,236,236,446.7103731168729,86.6841633775261,8061.768704915521,6,3.3021094402673348,403.9372000000001,14.67070707070707,294.2094285961493,4.1620401620598315,588.4188571922987,6.203670380610564,1.4542238824344706,81.0,78.03668655228024,72.65900868164012,14.670707070707074,2.0,1,0,20,1.677257127626722,7262.0,530.5249499039012
Pvalb-IRES-Cre_Ai14-304103.03.02.01_623892110_m,Undefined,0.0,33.448882049855406,0.9012325848984494,29.163793103448278,74.78987562989873,0.5525910101821955,1.0301581979137566,0.0,139.7113,604.9323,9,11640.210953349686,0.057012607303267425,172,348,0,9802,177,6,3,0,177,177,99.32536324283,64.91153632619826,7249.70445680325,6,2.546710875331565,541.8385,25.683636363636364,164.1943321925392,0.03433873229905913,328.38866438507847,-7.374355555911965,-1.5073898859491124,53.0,49.49333316557851,110.26188731177817,25.683636363636342,24.0,1,0,20,-0.06610194860752538,7063.0,285.1294757796954
Pvalb-IRES-Cre_Ai14-305768.04.02.01_656999337_m,Undefined,0.0,29.774044905846083,0.8894738225183726,26.311774461028193,88.24358506268797,0.5409893733047814,1.0335979034191038,0.0,102.0858,522.5999999999999,14,17953.749078225217,0.04861806265095201,294,603,0,15264,310,8,4,0,310,310,202.07882372276828,104.79375877396346,11976.309885774328,6,2.4879202654564976,536.5703000000001,31.796116504854368,182.20039510011384,0.036705868539869936,364.40079020022773,-6.898983270698446,-1.041444891340389,100.0,90.06691930780259,88.73395865265284,31.79611650485426,17.0,1,0,20,0.717554389679047,9825.0,1051.8316731811883
Pvalb-IRES-Cre_Ai14-321032.02.02.01_606347981_m,Undefined,0.0,34.01464540703013,0.8809860506788065,29.459051724137932,83.51194455657802,0.5402756281930243,1.033439291660609,0.0,120.2437,497.21450000000004,13,15782.795468861977,0.059078555890112135,230,464,0,13206,235,6,2,0,235,235,142.25450427601385,63.67020384678492,9229.447782173567,6,2.7230973928032753,436.1134,30.3046875,154.1742240628661,0.04092774096776732,308.3484481257321,-6.701832307228856,-1.4939427759951562,79.0,72.60955723817011,122.13016964979977,30.3046875,20.0,1,0,20,0.35596113782117866,7758.0,719.8597426470589
Pvalb-IRES-Cre_Ai14-321032.03.02.01_657879305_m,Undefined,0.0,27.575495127453195,0.8933497043919343,23.603648424543948,76.03866981571818,0.5105669162546314,1.030265699137079,0.0,143.9091,328.4927,14,16628.023561854276,0.04737739187020697,300,603,0,13631,304,5,3,0,304,304,173.28354540198671,62.563166044470314,10292.763920064874,6,2.8460158127276953,267.204,48.483333333333334,111.15048398916551,0.03650254978549982,222.30096797833093,-7.336470189084398,-1.1867730720076206,132.0,125.01924757709169,130.40000914930027,48.48333333333332,41.5,1,0,20,0.45342822266531996,8727.0,1671.2231843575419
Rorb-IRES2-Cre-D_Ai14-212869.04.02.01_653182658_m,Undefined,0.0,44.176392501059254,0.9067504133066037,38.376,71.59717281784812,0.5957607630021423,1.0242022116421925,0.0,47.6955,743.4055,9,5522.049062632408,0.10301434356423349,59,125,0,4673,67,9,2,0,67,67,393.1990048022725,71.7902419709691,3510.197003509536,5,3.071998123827392,394.9377,6.5,304.4695877200699,3.95019333409226,608.9391754401397,4.673609449800261,0.4454958464701928,32.0,27.367463724727834,54.39068363154646,6.5,1.0,1,0,20,1.4334244058613383,3354.0,82.37864077669903
Slc17a6-IRES-Cre_Ai14-190263.04.01.01_706381804_m,Undefined,0.0,69.14086984783576,0.9034331034048787,58.8876404494382,75.18728120948111,0.5451196172248804,1.0238215111986073,0.0,89.0672,488.23319999999995,9,6153.537416457385,0.10347137223009545,41,89,0,5153,49,9,2,0,49,49,513.6639675957776,128.13259978788926,3973.9140269591594,4,3.58531746031746,475.4750000000001,12.582456140350876,170.34166458689145,3.4221523737170525,340.68332917378285,2.804729629458396,-1.0148762008038492,32.0,30.54724370840355,81.57206473175083,12.58245614035087,9.0,1,0,20,0.6032222533021118,3586.0,86.18771929824523
Sst-IRES-Cre-197628.06.02.01_500912289_m,Undefined,0.0,55.44940148961702,0.9111473054819209,48.92465753424658,66.90348406029327,0.5005068273293183,1.0253133059170172,0.0,67.38419999999999,754.726,12,8095.6126174840865,0.09712460128231332,69,146,0,6998,78,5,3,0,78,78,104.46287102314699,143.2505842548215,4821.924822006559,5,2.2690271230443395,710.138,8.62046204620462,350.75607796515874,3.4827462348306164,701.5121559303176,3.086392542610332,-1.2327669096875906,19.0,17.820226273722646,84.6452684015094,8.620462046204597,9.0,1,0,20,0.09093884630851237,5224.0,29.482159125003477
Sst-IRES-Cre_Ai14-172534.04.02.01_513556739_m,Undefined,0.0,36.03486933357491,0.9196141234949308,30.51948051948052,78.39515484372568,0.5196738182452467,1.0271774906165874,0.0,88.34140000000001,397.0675,8,2774.6849386852696,0.071720613478026,36,77,0,2274,42,7,4,0,42,42,181.4479120074332,62.1941859811799,2036.8222847772251,4,2.201178451178451,296.8417,8.497267759562842,111.75744341674523,0.04879197677507608,223.5148868334904,-7.406392164080561,-0.8741032928535599,21.0,18.960899687559756,42.98363208336354,8.497267759562853,8.0,1,0,20,0.3106499936339708,1555.0,29.82279469164715
Sst-IRES-Cre_Ai14-173191.06.02.01_657301037_m,Undefined,0.0,44.749007334803196,0.8845145671513481,37.55921052631579,71.80663054597831,0.5895761352870861,1.0312495716034762,0.0,101.03550000000001,500.7277,19,6801.849114890085,0.09736142598780259,74,152,0,5558,79,5,18,0,79,79,114.07975891949593,270.5102478916864,4777.616068721481,4,1.7840099715099715,331.16970000000003,12.990131578947368,186.54463352304543,0.03056471721790559,373.0892670460908,-8.37547288266708,-1.060388477123737,38.0,31.880833349581263,108.35595874605939,12.990131578947377,10.0,1,0,20,0.5226498408966903,3949.0,100.7688791905506
Sst-IRES-Cre_Ai14-173196.03.01.01_657247331_m,Undefined,0.0,47.79705965540509,0.8982671370166536,41.54181818181818,86.633304098041,0.5399601339774291,1.029650547872535,0.0,88.6301,516.0851,18,13144.19140523639,0.06979546105168916,135,275,0,11150,141,7,15,0,141,141,231.74591159123946,393.89753728637214,8347.687308668712,5,1.9395344287949923,570.6197,24.008955223880598,198.1936416412463,0.028101767117880844,396.3872832824927,-8.019689892565454,-1.2889895907582216,59.0,48.244611531667196,93.75627359076923,24.008955223880626,24.0,1,0,20,0.05101380790814739,8043.0,236.75740459379742
Sst-IRES-Cre_Ai14-182533.04.02.01_491119394_m,Undefined,0.0,47.983458402759254,0.9028615719203216,41.76973684210526,74.99323191919105,0.5262577888639343,1.0262687266421753,0.0,88.12100000000001,796.0192000000001,12,7293.485677219408,0.06485959810416926,72,152,0,6198,81,10,9,0,81,81,761.2798873772268,394.3991159918367,4063.8543143018605,4,2.1119825708061,554.0575,7.189024390243903,385.99734647454,3.798252828238607,771.99469294908,4.488926476020863,-0.017919301325053816,28.0,25.229030738781006,81.3246317763153,7.189024390243861,5.0,1,0,20,1.0498536041271107,4716.0,49.405436603984384
Sst-IRES-Cre_Ai14-182533.05.01.01_491770886_m,Undefined,0.0,31.682470759866288,0.901924471499695,27.52542372881356,83.78407934483567,0.5327493506910801,1.0337398509153553,0.0,69.6598,503.0138,15,5607.797324496332,0.05628243469987767,86,177,0,4696,92,6,1,0,92,92,221.74447332665406,14.338877063674454,3446.7146890020304,5,4.34280303030303,641.3275000000001,7.547511312217194,264.85633156011954,3.6486718654468993,529.7126631202392,3.452897333089371,0.16193426127340516,31.0,25.755583740241573,67.26510007876053,7.547511312217167,3.0,1,0,20,1.2966796743888778,3336.0,69.96712531166348
Sst-IRES-Cre_Ai14-183332.05.01.01_491771290_m,Undefined,0.0,50.56674239486923,0.8759917034636158,44.207317073170735,90.96349925646345,0.5681434407366778,1.0391292174434117,0.0,61.12429999999999,1039.2485,16,12439.418629137823,0.07880685273003858,119,246,0,10630,128,7,4,0,128,128,251.16384689152812,183.66576237451653,7949.645710873393,5,2.5299866327595204,754.2456,11.07488986784141,399.54789926335025,3.4731064640264875,799.0957985267006,3.1525991374832327,1.0543787798447242,52.0,38.49541549241302,202.1242313920478,11.074889867841462,7.0,1,0,20,1.2985325034978352,7542.0,115.30467737755934
Sst-IRES-Cre_Ai14-183332.06.02.01_657291647_m,Undefined,0.0,36.78495997933141,0.9063165836893052,31.974489795918366,82.13111536435039,0.5439125739637263,1.0262900516223292,0.0,111.9068,427.88390000000004,14,14419.70431189792,0.056988365901272986,192,392,0,12143,201,9,6,0,201,201,177.6912066044929,81.94257322494383,8936.08489673163,5,3.2440132783882785,610.793,25.009345794392523,191.46599237465824,0.03309328797793726,382.9319847493165,-7.499066579202062,-1.134048852961115,80.0,69.39070940147282,94.53633373498751,25.00934579439246,14.0,1,0,20,0.6369761617160101,8028.0,611.9780373831774
Sst-IRES-Cre_Ai14-183338.03.01.01_657293149_m,Undefined,0.0,36.36257731673376,0.8716493091817297,31.0398406374502,86.69773611142887,0.6056657920762195,1.0368692574661993,0.0,71.3865,409.3113,18,9127.00690650018,0.049558009509049365,124,251,0,7541,128,5,5,0,128,128,156.38011969817669,60.05980892255942,4490.492280764817,5,2.493088130774698,580.5467,15.429530201342281,181.59219411308564,0.03410034995283622,363.1843882261713,-7.8839023761576605,-0.5352609407206383,54.0,48.60548135725069,97.82744464004614,15.429530201342311,9.5,1,0,20,0.8530199330826884,4598.0,225.39737418932032
Sst-IRES-Cre_Ai14-188740.03.02.01_657210399_m,Undefined,0.0,55.43548144530548,0.8919563367294864,48.22801302931596,91.58339242653733,0.5352280324184523,1.0294704698112485,0.0,67.0768,593.2728,15,17018.69280370877,0.07931595983937392,150,307,0,14500,158,9,2,0,158,158,431.53371708232436,49.66204078520048,10707.862023859738,5,3.714624183006536,659.7687999999999,25.15463917525773,228.11538892424292,0.027423701333558377,456.2307778484858,-7.922827711182662,-1.3751497191577107,59.0,54.26966678437441,88.41681741249725,25.154639175257767,29.0,1,0,20,0.0043865716617362445,9760.0,335.55225232424965
Sst-IRES-Cre_Ai14-262058.06.01.01_559392082_m,Undefined,0.0,40.62780216766899,0.8593844762510094,36.164351851851855,83.98858164622663,0.5376197305089703,1.0446152377049476,0.0,74.47999999999999,915.1425,15,17551.210536432984,0.09272864022205966,215,432,0,15192,218,3,4,0,218,218,68.90151366841874,129.38043179625453,10836.917629832817,6,2.368281068524971,641.53,16.54242928452579,350.9586574704387,3.378093402617426,701.9173149408774,3.121203962507367,1.2874952268412239,62.0,51.757628247548624,66.68214491938336,16.542429284525788,12.0,1,1,20,1.4116204967237893,9942.0,187.528613422074
Sst-IRES-Cre_Ai14-306888.04.02.01_614432344_m,Undefined,0.0,52.96378862105936,0.8840649544954184,46.134529147982065,89.5919569519915,0.4550719300856739,1.0337100546362463,0.0,143.1859,698.0322,11,11810.924862496237,0.0849124311495567,108,223,0,10066,116,9,4,0,116,116,597.3388545984676,135.99070577199558,7231.773461802042,5,3.1623576850094874,420.3468,15.600436681222707,269.04993373612785,0.022821703046658762,538.0998674722557,-8.9826959430515,-0.5821885788482279,56.0,47.497411849807904,77.71245350802818,15.600436681222764,9.0,1,0,20,0.9352274685505446,7145.0,222.8968925878855
Vip-IRES-Cre_Ai14-287858.03.01.01_580260152_m,Undefined,0.0,49.7519575294021,0.8556417804426525,41.6241134751773,80.91598621416226,0.5634368888602304,1.042368412818,0.0,145.04,482.4923,15,7015.026011645694,0.08129370377750621,69,141,0,5729,73,4,8,0,73,73,74.16288828724618,115.62361784912727,4370.157513259502,4,2.1363636363636362,505.11259999999993,12.356209150326798,189.03131053585125,2.7864859110762454,378.06262107170255,-0.10899912691141059,-0.42897087222849883,23.0,17.669237494972677,297.4918985482249,12.356209150326798,14.0,1,0,20,-0.7327500759758919,3781.0,24.30220722168644
Vip-IRES-Cre_Ai14-294013.04.02.01_591275914_m,Undefined,0.0,43.67349160157155,0.8989231170041637,38.345622119815665,77.90181318882017,0.5719398084237493,1.0273355154386101,0.0,121.2915,571.1929,13,9477.14767754103,0.06986857834719554,107,217,0,8105,111,4,4,0,111,111,244.63101096687254,62.26442508609526,6239.181402609565,5,2.445673076923077,542.8416,17.8140243902439,192.12311774170965,0.028818888456964675,384.24623548341935,-8.206782454709801,-1.0716620010907494,40.0,36.1579947510978,66.97870159802723,17.814024390243866,19.0,1,0,20,-0.10702956160772308,5843.0,107.4851849779966
Vip-IRES-Cre_Ai14-294014.04.02.01_659296496_m,Undefined,0.0,32.170009398508974,0.8732919665505429,28.878326996197718,98.27278999777262,0.5825329832177283,1.0423855489328828,0.0,97.1199,397.6839,16,8460.71247180786,0.05606976673578366,130,263,0,7333,134,4,3,0,134,134,112.51674973146909,68.29770850107008,5083.7419655331905,5,2.6948110951697752,508.7231,15.400611620795107,189.49996641905668,0.032605859724559275,378.9999328381134,-8.042487012241857,-0.059634718602757264,58.0,54.786287057530615,76.73004775250148,15.400611620795067,6.0,1,0,20,1.1800138355386627,5036.0,296.74392600514
Vip-IRES-Cre_Ai14-299123.03.01.01_599475378_m,Undefined,0.0,56.56025665462488,0.9044124147974001,49.13559322033898,72.48867668309356,0.5349055013285032,1.029690820562297,0.0,79.2341,661.7542000000001,9,6674.110285245739,0.08855935197906091,57,118,0,5681,62,4,3,0,62,62,104.77114993904127,98.3273966831503,4038.527013790907,4,3.014041514041514,523.3755,12.990936555891238,195.17640756468225,3.0937168960264283,390.3528151293645,1.3675641405577788,-1.1062121492864245,29.0,25.45560407028728,127.75183040597383,12.990936555891222,12.0,1,0,20,0.17569037070737029,4300.0,55.578705483841446
Vip-IRES-Cre_Ai14-299123.04.01.01_587405140_m,Undefined,0.0,36.841091129411645,0.8871432893383094,33.07534246575342,83.59034408475922,0.5771565678023095,1.0366900622351207,0.0,78.11999999999999,532.9763,10,5378.799304894099,0.08202614220173533,73,146,0,4684,74,2,1,0,74,74,50.04955800423099,17.21314244874471,2669.9379290694915,5,3.297623862487361,306.1916,11.99290780141844,162.38107683550967,0.03732616588251676,324.76215367101935,-7.7864370325476076,-1.3841967388936178,32.0,29.889063627908374,70.49996930224975,11.992907801418442,9.5,1,0,20,0.3369381989750731,3382.0,94.03553671033016
Vip-IRES-Cre_Ai14-299124.05.01.01_591276089_m,Undefined,0.0,49.98197812946526,0.9098059848665592,44.21818181818182,86.60142642541965,0.5600231251730652,1.0248298177284032,0.0,65.7796,874.2825,10,10996.035188482345,0.07395928152031425,109,220,0,9509,112,2,5,0,112,112,59.696138676259864,94.99959624609536,7318.483696692102,5,2.3223790322580644,523.6041,16.962779156327542,233.45621565473448,0.024098241067943244,466.91243130946884,-8.889378621302635,-0.9825959573859748,46.0,42.655351821601926,104.53263387525422,16.962779156327542,12.0,1,0,20,0.6103952512363945,6836.0,189.41900917249984
Vip-IRES-Cre_Ai14-313529.03.01.01_596799462_m,Undefined,0.0,55.341634296347515,0.9028526224224269,47.00431034482759,80.5613177666994,0.5633249771120814,1.0262802216998226,0.0,156.8,602.8341,14,12839.259156752612,0.08770568052560707,115,232,0,10674,118,3,12,0,118,118,36.03156641492564,254.74702753483336,8409.491323577615,5,2.077922077922078,703.3487,21.862745098039216,215.86610797123126,0.0266616574465775,431.7322159424626,-8.260722034051044,-1.4644720516038316,50.0,46.06499482201035,110.35851587293284,21.862745098039245,24.0,1,0,20,-0.013001027173724934,7805.0,224.18616435338257
Vip-IRES-Cre_Ai14_IVSCC_-243617.05.02.01_657267317_m,Undefined,0.0,26.20831388049716,0.9012905175523961,23.24609375,90.48387286596714,0.5794995356483159,1.0292968693323885,0.0,66.3404,734.4449,22,6709.328353407275,0.05665131079708192,126,256,0,5696,131,4,10,0,131,131,86.97264914917723,164.3681202492053,3522.747327710669,5,1.9052987861811392,312.3326,11.607361963190185,192.827495040667,3.2637050005639834,385.654990081334,2.049302653977737,-0.029025510454685488,38.0,30.3636506337024,85.43741318724938,11.60736196319017,7.0,1,0,20,1.1477500455380605,3784.0,82.38689948088712
Vip-IRES-Cre_Ai14_IVSCC_-247244.05.02.01_657210312_m,Undefined,0.0,35.69889439862784,0.8842211812679183,31.78472222222222,82.82230319426016,0.5466636196374269,1.0331658732863152,0.0,66.36,386.2304,12,5140.640793402412,0.08421066248703271,71,144,0,4434,74,2,8,0,74,74,20.160581236263155,194.4293005342443,3318.8297248782496,5,2.2300569800569803,461.97029999999995,12.779527559055119,147.5743793806326,3.1168702874514485,295.1487587612652,1.3578497147028796,-0.7170975166486704,35.0,32.046378520862845,89.82788310125463,12.7795275590551,8.0,1,0,20,0.8741794337675437,3246.0,96.9077215150478
