\,SWC Type,Assigned value,Average branch length,Average contraction,Average fragmentation,Average remote bif. angle,Average partition asymmetry,Average fractal dimension,Average spine/varicosity density,Depth,Height,Highest path order,Cable length,Mean radius,No. of branch points,No. of branches,No. of fitted paths,No. of nodes,No. of paths,No. of primary branches,No. of inner branches,No of spines/varicosities,No. of terminal branches,No. of tips,Length of primary branches (sum),Length of inner branches (sum),Length of terminal branches (sum),Horton-Strahler number,Horton-Strahler bifurcation ratio,Width,Sholl: Centroid,Sholl: Centroid radius,Sholl: Decay,Sholl: Enclosing radius,Sholl: Intercept,Sholl: Kurtosis,Sholl: Max,Sholl: Max (fitted),Sholl: Max (fitted) radius,Sholl: Mean,Sholl: Median,Sholl: No. maxima,Sholl: No. secondary maxima,Sholl: Degree of Polynomial fit,Sholl: Skeweness,Sholl: Sum,Sholl: Variance
Chat-IRES-Cre-neo_Ai14-280699.05.02.01_570681325_m,Undefined,0.0,39.87228737537807,0.9043738394107037,35.25954198473283,79.56333452754691,0.5648526171960346,1.030041363109321,0.0,85.24459999999999,540.7950999999999,14,5223.269646174526,0.0785769564388913,65,131,0,4489,67,3,11,0,67,67,157.964961111754,335.7292724487131,2955.695526738528,4,2.1378066378066376,375.68160000000006,8.962162162162162,215.76912094297398,0.024954639363017957,431.53824188594785,-9.469611706732586,-0.5463114492587149,29.0,24.739780563807646,104.08374939796575,8.962162162162173,5.0,1,0,20,0.9590440097529956,3316.0,60.37254815791385
Chat-IRES-Cre-neo_Ai14-287662.04.02.01_614444566_m,Undefined,0.0,39.52474301487577,0.8910013357758669,35.285714285714285,71.99804737545583,0.6142492331600445,1.029564190900959,0.0,59.29,983.9631,11,4426.771217666083,0.10191984103752574,56,112,0,3841,57,2,5,0,57,57,186.69937236133492,218.46255945023,2305.066353034187,4,2.318253968253968,292.8926,6.3982683982683985,267.3825432130035,3.21715331410576,534.765086426007,1.3231397361066983,-0.5099565274246891,17.0,13.75841272946125,99.76094887773665,6.398268398268408,6.0,1,1,20,0.27825812874470707,2956.0,13.788977472274638
Chat-IRES-Cre-neo_Ai14-299537.04.02.01_614430666_m,Undefined,0.0,42.01618843939036,0.9023359742001448,37.03478260869565,72.19765281304264,0.5634631195677707,1.0256252237830492,0.0,110.8528,675.1417,11,4831.861670529891,0.08572440810223773,57,115,0,4145,59,3,5,0,59,59,133.30278507700532,160.69378672721422,2360.894164581044,5,2.641511387163561,365.95419999999996,6.7368421052631575,255.40270009588087,3.1772900185624073,510.80540019176175,1.1734636755246866,0.05522775662230206,21.0,17.903362359158336,105.44148169096,6.736842105263165,5.0,1,0,20,0.973370226556013,2944.0,21.176001931434104
Chat-IRES-Cre-neo_Ai14-307622.05.02.01_610885676_m,Undefined,0.0,33.79944737933204,0.8881274537402853,29.96934865900383,87.38998900354024,0.6068606460260714,1.031920171517962,0.0,84.8193,701.7669,12,8821.655766005659,0.06656366725545079,128,261,0,7562,134,3,3,0,134,134,431.7789652908888,55.96546782974191,4973.214395526665,5,3.090305892937472,643.0435,12.628235294117648,249.85605483020868,0.021003429372828595,499.7121096604174,-9.602101884099568,-1.122460275272216,32.0,21.930377621284514,81.32107444945471,12.628235294117646,15.0,1,0,20,-0.15411066595458747,5367.0,52.88976692563805
Chat-IRES-Cre-neo_Ai14-308245.04.02.01_605859502_m,Undefined,0.0,32.58599486790763,0.875119896253398,29.552542372881355,84.45280931142979,0.6001784727539723,1.0382160203149402,0.0,79.7004,689.0506,15,9612.868486032761,0.06624348153114991,145,295,0,8424,151,3,2,0,151,151,210.91571483733563,38.51420086580851,4933.421107864673,5,3.877780752753978,701.4299,11.827655310621243,286.445958832362,3.2616026056820644,572.8919176647242,2.1695896235387298,-0.8697100571490992,33.0,25.398069388348787,119.64007919102676,11.827655310621282,10.0,1,0,20,0.46074966525882904,5902.0,58.78148264400273
Chat-IRES-Cre-neo_Ai14-308247.03.02.01_648990126_m,Undefined,0.0,36.04823893393631,0.8842959571271374,31.338541666666668,79.87370868776735,0.47156560034073247,1.0309466642359761,0.0,138.4051,531.9436000000001,7,6921.261875315775,0.07730106401884299,95,192,0,5826,98,4,1,0,98,98,112.31439808014211,44.795503153518766,3431.8694208143474,5,3.8265086206896552,594.5731999999999,11.833827893175075,201.50217033266324,3.0713351232887227,403.0043406653265,1.2395477505903858,-0.83578453504939,28.0,23.587912336831284,105.54875588853788,11.833827893175062,9.0,1,0,20,0.5863873164374126,3988.0,39.98420941076722
Chat-IRES-Cre-neo_Ai14-308248.03.02.01_610885758_m,Undefined,0.0,50.5504226289524,0.8596384203601063,43.88172043010753,63.834095204572556,0.5774596615505706,1.037522068439524,0.0,95.06750000000001,524.0799,7,4701.189304492575,0.135155884179716,45,93,0,3989,49,5,3,0,49,49,420.0354124846059,68.79845713282292,2669.162103404969,4,2.6956018518518516,474.937,9.13738019169329,185.10844143426235,3.0784653561045645,370.2168828685247,0.9737776676990203,-0.3200260158139807,23.0,21.284698899403217,96.11399843702083,9.137380191693286,7.0,1,0,20,0.8170877734185356,2860.0,29.87529696076023
Chat-IRES-Cre-neo_Ai14-313177.04.02.01_608105841_m,Undefined,0.0,47.59343522126298,0.8866372823783677,42.74561403508772,67.42775823705763,0.5133760894043955,1.033978802321845,0.0,110.2758,512.0212,12,5425.651615223982,0.09384127288106939,57,114,0,4760,58,2,4,0,58,58,96.0020546454481,75.83893291868395,3374.289926702066,4,2.6982570806100217,719.4192,6.80827067669173,304.44776198833176,3.523445967953152,608.8955239766636,2.8822376895691093,-0.7478001824315883,23.0,19.550351906942932,118.10967790884435,6.808270676691724,4.0,1,0,20,0.895347398738212,3622.0,38.757897568780784
Chat-IRES-Cre-neo_Ai14-313181.04.02.01_610885831_m,Undefined,0.0,36.54247570574448,0.8770070915886833,32.785185185185185,72.39732364142915,0.5823485102537644,1.037063135408018,0.0,111.6816,365.36629999999997,9,4933.234220275504,0.07578727732888481,67,135,0,4292,69,2,4,0,69,69,116.43924173354341,58.49478548167831,2631.500785067991,5,2.4145833333333333,621.315,11.314685314685315,165.15136070079117,2.596989522283875,330.30272140158235,-1.2369080858740744,-0.9878673547173884,25.0,23.293218388721932,214.4070296817289,11.314685314685304,10.5,1,0,20,0.19045078456830228,3236.0,46.623432707643296
Chat-IRES-Cre-neo_Ai14-313182.03.01.01_623853389_m,Undefined,0.0,43.0472268986652,0.8576963635525782,37.583333333333336,88.25844280114092,0.5300236116766037,1.0422596684258327,0.0,104.4067,326.208,14,7231.93411897575,0.10072690393676291,83,168,0,6147,86,2,2,0,86,86,84.24184185903036,28.778693304664756,4327.475611208099,5,2.7778186274509804,497.4273,16.532567049808428,154.4549547184466,0.03474211544510906,308.90990943689314,-7.817483626846459,-1.1190477037969002,45.0,38.082122735096036,57.029521742195655,16.532567049808417,13.0,1,0,20,0.40540478640534594,4315.0,133.05758915414086
Chat-IRES-Cre-neo_Ai14-313182.04.02.01_610885878_m,Undefined,0.0,32.29303456717017,0.8653754258577581,28.641732283464567,80.55169826261697,0.594802588084432,1.0435482986793947,0.0,108.5997,642.6294,14,8202.430780061213,0.06640144417445298,127,254,0,7022,128,2,9,0,128,128,61.79741520671981,211.39095227350114,3903.3394723257697,5,2.767134818504682,451.59729999999996,10.370212765957447,276.1082772842596,3.1941219347298517,552.2165545685192,1.6919808612491345,0.5197706764905008,35.0,27.805516766950657,70.64604109618583,10.370212765957422,9.0,1,1,20,0.9683310734848131,4874.0,46.42128566891994
Chat-IRES-Cre-neo_Ai14-313182.05.02.01_610885933_m,Undefined,0.0,40.39358652204239,0.908107191526298,36.142857142857146,63.73552722529814,0.509170305169231,1.0257495459784851,0.0,54.0666,593.6407,8,3958.5714791601563,0.09120635256234928,49,98,0,3445,50,2,2,0,50,50,28.523783129202766,130.46721834884872,1917.7355669617007,4,4.113756613756614,404.19010000000003,6.22737819025522,248.70774587672503,3.1603765482227733,497.41549175344994,0.9540645271166118,-0.20010167828380965,17.0,15.210189270241582,166.57635072673673,6.227378190255233,5.0,1,0,20,0.739149599497778,2684.0,17.129574272918585
Chat-IRES-Cre-neo_Ai14-316041.04.02.01_610885974_m,Undefined,0.0,41.319999868988056,0.904172931382778,36.9375,71.89287964896161,0.5177357229491375,1.02799997659955,0.0,117.5672,569.1768999999999,7,5288.9599832304675,0.09101654589214754,64,128,0,4601,65,2,6,0,65,65,72.02254080736799,206.07430194346063,2713.19724689534,5,2.271510840108401,292.6798,11.865724381625443,163.02179639754434,0.03040299153425487,326.04359279508867,-8.661788807864415,-1.1536939623890916,29.0,22.415407274714077,166.49034525706656,11.865724381625432,14.0,1,1,20,0.0952492292125317,3358.0,52.868430945041716
Chat-IRES-Cre-neo_Ai14-316042.03.01.01_610873063_m,Undefined,0.0,36.374879582676215,0.8815384095248749,32.413223140495866,84.46327615932421,0.6100658171894248,1.0373608557786373,0.0,120.9346,835.4838,13,8802.72085900765,0.06681748275393035,121,242,0,7603,122,2,4,0,122,122,85.74341589647955,141.8981075388309,4694.844305957195,5,2.7393504140786753,249.09000000000003,9.097602739726028,339.89075183330783,3.144526284596717,679.7815036666157,1.2774347681386247,-1.4445208014723254,19.0,16.471690894679103,74.62438462206416,9.097602739726055,11.0,1,0,20,-0.17637980975885623,5313.0,29.412412768157097
Chat-IRES-Cre-neo_Ai14-316042.05.01.01_605541518_m,Undefined,0.0,34.037157427903054,0.8737129516238816,30.74390243902439,83.26267391971868,0.5613201434593712,1.039319658027773,0.0,93.7807,719.8155999999999,10,5582.093818176102,0.0731945639649884,82,164,0,4879,83,2,1,0,83,83,46.3264330712197,22.054545132341335,2922.335963532661,5,3.841398680684395,283.663,8.36298076923077,239.04592336407612,3.5377031895771287,478.09184672815206,3.083157976803709,-0.45002248830774727,24.0,20.555026383095413,43.77708476065007,8.362980769230802,8.0,1,0,20,0.41583128805870706,3479.0,33.11852988878589
Chat-IRES-Cre-neo_Ai14-316042.05.02.01_639670635_m,Undefined,0.0,43.07245317440305,0.8926428483268166,37.96610169491525,71.36515925590184,0.5739469584891703,1.0298694948470832,0.0,90.62950000000001,733.1365,11,7623.824211869335,0.09999390429720664,88,177,0,6544,90,3,1,0,90,90,150.6569641928726,12.599580414404361,4022.07442440584,5,3.9086609336609337,494.9626999999999,10.64179104477612,274.84021162492616,0.021134620066185304,549.6804232498523,-9.736064378767844,-0.9698642513945828,31.0,28.19324456818905,231.38257132525834,10.641791044776145,7.0,1,0,20,0.5998577908200728,4991.0,81.40560020410773
Chat-IRES-Cre-neo_Ai14-316042.06.01.01_636787957_m,Undefined,0.0,45.145743988663206,0.8475364267979552,40.00420168067227,80.06727752340652,0.5687196534396606,1.0439706330428087,0.0,77.5925,726.2021,21,10744.687069301843,0.0946956339086816,116,238,0,9284,123,2,3,0,123,123,32.07955336317791,48.54227695720347,5989.250883040486,5,3.0479166666666666,385.488,15.847058823529412,246.61565399341498,0.021104896943465262,493.23130798683,-9.33520305187687,-0.8706846356655307,34.0,29.429376094507166,81.4296970732974,15.847058823529412,18.0,1,0,20,-0.23411195620026684,6735.0,70.06853496115436
Chat-IRES-Cre-neo_Ai14-316043.04.02.01_626158141_m,Undefined,0.0,36.2072532372184,0.8725974795141705,32.33701657458563,81.01555064846897,0.5616717008252347,1.035186012269917,0.0,73.36,710.6338000000001,15,6553.512835936527,0.07213252802605849,90,181,0,5673,92,3,4,0,92,92,52.58854260071386,90.35137618735314,3138.1305954499967,5,3.0009803921568627,418.72010000000006,8.525751072961373,270.28399351035466,3.4726248786276055,540.5679870207091,2.8641937995944122,-0.2421674154846345,28.0,23.3447357190763,98.81350300378554,8.525751072961365,6.0,1,1,20,0.8527227466794661,3973.0,42.29718491854712
Chat-IRES-Cre-neo_Ai14-316043.05.01.01_610886034_m,Undefined,0.0,30.112986204283384,0.8648696390547698,27.010452961672474,86.34647659932622,0.5625985478915757,1.0408131184694567,0.0,73.92,965.5202,17,8642.427040629329,0.05915348518746789,143,287,0,7466,145,3,5,0,145,145,138.8296861586578,202.35329313289552,4683.854233096552,6,2.3664377289377287,342.45990000000006,10.50996015936255,292.3375691288027,3.2760939083470544,584.6751382576048,2.0510833170942124,-0.14412145076759275,36.0,27.756292161693597,165.71630665185603,10.509960159362594,8.0,1,0,20,0.8532056626249747,5276.0,65.8671660662738
Chat-IRES-Cre-neo_Ai14-316043.05.01.02_610872803_m,Undefined,0.0,33.58120385994949,0.883441743085044,29.985294117647058,79.76661779418085,0.5718642647641536,1.0326997851663,0.0,79.8,783.4802999999999,13,6850.565587429699,0.060377020703756015,102,204,0,5914,103,2,3,0,103,103,92.439983381461,97.99835590197821,3626.900181210402,5,2.527101370851371,334.4393,10.070707070707071,230.35915379650245,3.074157479215761,460.71830759300485,1.0068228621582271,-1.0035967434542492,22.0,17.38194764071821,232.1087169898936,10.070707070707083,11.0,1,0,20,-0.2597343089619028,3988.0,28.98739291650679
Chrna2-Cre_OE25_Ai14_BT_-280154.04.01.01_673136338_m,Undefined,0.0,48.04551268638609,0.8932731748763582,41.39483394833948,81.0431037920975,0.48798827673278217,1.0298117191202887,0.0,140.7233,524.3851,15,13020.333938010637,0.0784906651619185,133,271,0,10948,139,5,5,0,139,139,83.42242344072045,74.43839228066216,8799.267464344262,6,3.2012944456781893,541.5799,26.66315789473684,170.1978208897536,0.035196359118139,340.3956417795072,-7.1766988211707945,-1.4355473641818388,63.0,53.580095095942525,53.935929155203596,26.663157894736898,25.0,1,0,20,0.13505280840974712,7599.0,372.35796886582716
Chrna2-Cre_OE25_Ai14_BT_-281693.05.01.01_614430795_m,Undefined,0.0,49.74591582907419,0.8488516150815201,43.19927536231884,91.16016540356044,0.45444976640315604,1.0438447135825415,0.0,115.8917,568.8016,15,13729.872768824489,0.10221535121433155,134,276,0,11648,143,10,8,0,143,143,538.8511563709616,232.39854592584004,8477.764837192188,5,2.058554536679537,794.9701,14.998062015503876,305.01480792956187,0.021892962798572228,610.0296158591236,-9.12659463236435,-1.1829865333582807,49.0,44.08463077482609,168.2023406834865,14.99806201550392,7.0,1,0,20,0.6363771290628212,7739.0,232.26601565440112
Chrna2-Cre_OE25_Ai14_BT_-281693.06.01.01_591276000_m,Undefined,0.0,31.668884512929946,0.8803860843818054,27.775417298937786,87.46576629415986,0.5126158826081019,1.0375548431160353,0.0,143.0422,509.64920000000006,18,20869.79489402085,0.04685912200496503,324,659,0,17646,336,9,15,0,336,336,176.64956173624978,180.74685128450116,12964.17173256538,6,2.2145297929508456,495.0242,41.75636363636364,163.1047389045527,0.037271581858214636,326.20947780910535,-6.606406290084107,-1.4130799194317456,99.0,92.76851112768892,104.76800747153749,41.75636363636353,36.0,1,0,20,0.3049987350340737,11483.0,1108.5426144658268
Chrna2-Cre_OE25_Ai14_IVSCC_-294465.05.01.01_650485582_m,Undefined,0.0,38.66783282729661,0.8883583674729307,33.64876033057851,68.9608755448845,0.5044122139500172,1.0308322400681318,0.0,126.2713,515.8924999999999,9,9357.61554420578,0.07584228577479472,121,242,0,7902,122,2,4,0,122,122,55.039790220823,71.98103906963743,5762.128714106853,5,2.434325396825397,388.9783,21.240663900414937,143.50286825053254,0.03138634309745876,287.00573650106514,-8.142467783227445,-1.0430163547468227,39.0,34.60581719874337,143.50286825053257,21.24066390041495,22.0,1,0,20,-0.40792107260321847,5119.0,120.61683955739952
Chrna2-Cre_OE25_Ai14_IVSCC_-294467.03.01.01_596793119_m,Undefined,0.0,38.0013063807392,0.8793085064640059,33.80510018214936,87.26695855063626,0.5671436551702226,1.0344567126152397,0.0,81.7103,865.6356000000001,13,20862.717203025815,0.05935709874515741,271,549,0,18011,279,5,3,0,279,279,91.40095504936949,85.79503258003055,13455.063307174181,6,2.5652346445824703,539.8734,23.88212180746562,295.62856684343234,0.020861029427638744,591.2571336868648,-8.89968229235801,-0.09598386147066273,96.0,83.48776378353446,101.25860360385283,23.882121807465747,11.0,1,0,20,1.175664724649426,12156.0,698.8758411583627
Chrna2-Cre_OE25_Ai14_IVSCC_-294916.03.01.01_647838092_m,Undefined,0.0,47.16875076597893,0.8644160445384428,41.48270440251572,81.35390450130376,0.5099456920242075,1.0394293042009155,0.0,111.90140000000001,983.8693000000001,19,29999.325487162587,0.07923317176174474,315,636,0,25748,322,8,3,0,322,322,383.0141850590783,173.44011283300725,15736.787466899506,6,2.9408658582796514,910.6705999999999,24.4984756097561,384.3368130664517,3.4524163665549206,768.6736261329036,3.777287315608625,-0.02871910700909197,90.0,78.93348193656648,130.26377481030886,24.498475609756007,17.0,1,0,20,1.1279029527989395,16071.0,575.6671732452081
Chrna2-Cre_OE25_Ai14_IVSCC_-294916.03.01.02_623794609_m,Undefined,0.0,53.286030868991546,0.8715488398464657,46.20125786163522,79.38147749398803,0.4907148657017296,1.0352473946406346,0.0,136.066,808.1933,12,16944.957816339313,0.07186374308771215,157,318,0,14375,162,4,4,0,162,162,310.40791904649103,119.45200025365342,9984.203911312068,6,2.281437246963563,843.6517,19.28893442622951,288.6648962770654,3.279892404017466,577.3297925541306,2.6846897574308914,-0.5677671567398863,65.0,49.42708459063992,131.58851534601334,19.288934426229527,14.0,1,0,20,0.7815447735982333,9413.0,218.18123253778302
Chrna2-Cre_OE25_Ai14_IVSCC_-294916.05.02.02_645163638_m,Undefined,0.0,35.39630525425265,0.9054899169791046,31.206971677559913,77.03489950105934,0.5359725367070447,1.0288566704853443,0.0,88.48,732.8441,11,16246.904111701966,0.05934341245994342,226,459,0,13866,234,6,9,0,234,234,115.11261632392231,96.80002242500501,9521.425220477588,6,3.0793188178281348,459.8903,18.88128772635815,292.10501850065606,0.023577639384418703,584.2100370013121,-8.628806204854348,0.6253571202408876,84.0,73.37893581000203,75.38194025823383,18.88128772635819,13.0,1,0,20,1.250697608455905,9384.0,444.5846693061589
Chrna2-Cre_OE25_Ai14_IVSCC_-298553.05.02.01_647730527_m,Undefined,0.0,43.18644122494474,0.8603451098767749,37.857894736842105,90.83879990324202,0.5259519390974405,1.0434097652280918,0.0,126.8316,796.0892,11,16410.847665479014,0.0658609700910339,188,380,0,14007,193,5,3,0,193,193,91.34065169436627,109.28691760242143,10109.089851394809,6,2.519713180792781,460.57329999999996,18.22444889779559,293.84689595611724,3.5618604292524276,587.6937919122344,3.955874631905343,1.1451105381954654,78.0,73.1456324460936,84.9677771439375,18.224448897795487,9.0,1,0,20,1.603659032934644,9094.0,433.94952153302506
Chrna2-Cre_OE25_Ai14_IVSCC_-298915.04.02.01_657266283_m,Undefined,0.0,44.32085980663705,0.8759611502973312,39.220588235294116,78.75893423612973,0.5152113506560587,1.0377660652605196,0.0,107.0681,685.971,17,15069.092334256598,0.07139833000724383,167,340,0,12996,174,8,6,0,174,174,299.3261036137796,105.92045550937182,10351.25829571365,6,2.0860952380952384,498.1708,17.04681647940075,310.190811224306,3.751119474270376,620.3816224486119,4.73494608926327,1.5458780301609285,90.0,81.50700659965256,82.63995345938358,17.046816479400718,4.0,1,0,20,1.6927290792403562,9103.0,545.1779166754543
Chrna2-Cre_OE25_Ai14_IVSCC_-312984.03.01.01_646503876_m,Undefined,0.0,41.560348047790946,0.8681549180657273,35.984276729559745,87.44979864816183,0.5159456802607597,1.0391364812913495,0.0,141.3913,526.7772,11,13216.190679197509,0.0636373052460052,155,318,0,11126,164,6,9,0,164,164,362.6087876196633,152.48630948632493,8285.500398802591,5,2.1293249509541643,679.1791000000001,18.376262626262626,236.83670066886418,0.024788527433198714,473.67340133772836,-8.576289700910749,-0.951768333957205,52.0,46.496461156859915,63.55617790101166,18.376262626262598,13.0,1,0,20,0.696921013142648,7277.0,220.10870093338428
Chrna2-Cre_OE25_Pvalb-T2A-Dre_Ai66-312583.02.02.01_651087073_m,Undefined,0.0,48.60670330355754,0.8835618497590614,42.52433628318584,89.7372889266005,0.6041849541009388,1.0339679364251397,0.0,148.8071,631.7843,18,21970.229893207994,0.06941784523637398,224,452,0,18770,229,6,12,0,229,229,138.23590727663677,214.25791030656282,13847.684192878602,5,2.1463848713580482,538.7293999999999,37.64596273291925,188.81097722904565,0.0307161785455427,377.62195445809084,-7.3471295737671545,-1.0865634038654362,106.0,93.38704771653313,112.93366862298043,37.64596273291933,27.5,1,0,20,0.5762141622870038,12122.0,982.0861051450227
Cux2-CreERT2_Ai14-211772.05.02.01_674408996_m,Undefined,0.0,51.64448656821639,0.9150733778020381,44.74404761904762,75.93407955894685,0.5188511702758027,1.020783346540405,0.0,90.863,579.5155,8,8676.273743460357,0.10985783706800373,81,168,0,7350,88,8,3,0,88,88,230.6262027684646,103.40193115382135,5588.772976715481,4,3.7460317460317456,708.5884,10.83265306122449,289.467624585032,3.7745241558254237,578.935249170064,4.492825198537508,0.5177727730088999,44.0,40.023076647823146,78.13849988798411,10.832653061224548,5.0,1,0,20,1.3355004201519605,5308.0,137.13349192437676
Cux2-CreERT2_Ai14-230637.05.01.01_661929017_m,Undefined,0.0,53.90674326065716,0.8876053856078918,47.41880341880342,78.59261696625235,0.499980250022952,1.0292425210759395,0.0,71.9054,789.3977,12,12614.177922993782,0.10764330245689079,113,234,0,10863,122,10,5,0,122,122,244.64460671816528,123.83931038635966,7879.948554416902,5,2.2864109848484846,716.9993000000001,13.941391941391942,316.92265890890644,0.02100744435421543,633.845317817813,-9.273927190262109,-0.4216249413546431,55.0,44.44535499544875,54.66188979346278,13.94139194139199,9.0,1,0,20,0.8549408848362197,7612.0,195.66628356353252
Cux2-CreERT2_Ai14-239083.03.01.01_661929037_m,Undefined,0.0,61.219069119908625,0.8947967974319404,52.945578231292515,72.02244596344418,0.509640163757811,1.0268378035588537,0.0,117.75710000000001,387.0358,11,8999.203160626577,0.1477976984899174,67,147,0,7637,81,14,1,0,81,81,453.7239282704552,29.707358328653044,6205.748517664423,4,6.905187074829932,693.3562000000001,16.46857142857143,205.05349329842628,3.4758193376384794,410.1069865968525,3.3678639062728823,0.008236671674688889,49.0,46.93513879128568,51.704032694159054,16.468571428571376,16.0,1,0,20,0.9519813894831587,5764.0,171.80846500204618
Gad2-IRES-Cre_Ai14-324791.03.02.02_648138988_m,Undefined,0.0,30.98704666739795,0.862692623436114,27.825072886297377,91.5686681503945,0.6576517597442718,1.0452947515272748,0.0,152.8719,392.9595,20,10628.557006917494,0.04908243627602539,170,343,0,9202,174,5,17,0,174,174,122.33542112955837,355.7327280337015,5833.489103422978,5,1.888960422878829,455.3664,22.55859375,148.63536760465,0.03738108639753898,297.2707352093,-7.295914850093103,-1.6329266756286926,52.0,47.96673709900716,46.63070356224314,22.55859375,20.5,1,0,20,0.17896456990494958,5775.0,281.77694546568625
Gad2-IRES-Cre_Ai14-324794.03.01.02_648087868_m,Undefined,0.0,38.1017071301881,0.8552527839191931,33.502369668246445,92.04805206183056,0.5555154518983967,1.0433228295407913,0.0,108.8354,179.9408,9,8039.460204469691,0.06668581921484623,102,211,0,6859,110,8,3,0,110,110,418.9383561795948,79.88226877932156,5149.877044672618,5,2.549598407763331,465.59090000000003,17.213483146067414,156.68777701489142,0.038809463716813694,313.3755540297828,-7.386005589905233,-0.8131756525392269,57.0,51.675674341978464,67.15190443495347,17.21348314606744,10.0,1,0,20,0.6932549337009364,4596.0,252.3565092506543
Htr3a-Cre_NO152_Ai14-175482.03.02.01_491119419_m,Undefined,0.0,47.98304674058844,0.8962006880824924,42.0,73.49176976626775,0.5252525252525252,1.0297422425612412,0.0,98.8344,502.8248,6,2495.1184305105976,0.09017981999617665,25,52,0,2133,28,4,1,0,28,28,182.23913661356167,28.397533615341416,1524.3990404912984,4,3.6888888888888887,269.2862,6.615384615384615,136.55670307130882,3.184449115043531,273.11340614261763,1.1094820234061131,-0.41601383172476947,19.0,14.613569508036294,41.025618948461876,6.615384615384606,6.0,1,0,20,0.7202129273514242,1548.0,16.143281611092796
Htr3a-Cre_NO152_Ai14-182004.05.02.01_491120373_m,Undefined,0.0,44.44664447093703,0.9193479260042912,38.75757575757576,72.80626758990562,0.6051127415363295,1.022319825063281,0.0,71.5631,599.3689999999999,12,8800.435605245535,0.0707420196098937,98,198,0,7477,101,4,4,0,101,101,68.8690158985937,30.062880290564365,5681.247986104673,5,2.3077737940026077,598.6509,15.784256559766764,202.77131835411208,0.029419201719898248,405.5426367082241,-8.241851103931783,-1.102996982330305,46.0,40.700981814647456,79.44841128494448,15.784256559766725,10.0,1,0,20,0.5900768215625846,5414.0,175.07612568837052
Htr3a-Cre_NO152_Ai14-182494.05.01.01_657249257_m,Undefined,0.0,29.238707762919038,0.8929750552372743,25.74235807860262,101.0655588994555,0.5840815768695611,1.0333068520469315,0.0,57.818799999999996,380.9634,15,6695.66407770846,0.05106581722066066,110,229,0,5667,120,8,5,0,120,120,309.30634614613723,144.91513583075505,4279.692475053743,5,2.320933014354067,340.6638,14.9765625,151.68655600704287,0.03772560752688067,303.37311201408573,-7.604927436137094,-1.4798504905295857,39.0,32.162674218344485,110.6419584992548,14.9765625,12.0,1,0,20,0.2610147428201926,3834.0,126.9719975490196
Htr3a-Cre_NO152_Ai14-185347.03.02.01_657300324_m,Undefined,0.0,39.948810618297756,0.8938216522553404,34.66504854368932,90.63887974899922,0.5588803804052219,1.029018974612606,0.0,79.4506,350.2715,12,8229.454987369336,0.06991560879138564,100,206,0,6936,107,8,11,0,107,107,204.62732030512137,218.90714294809436,5352.439368682712,5,2.158019399954884,479.6815,19.804347826086957,136.46796716635427,0.04531656049517318,272.9359343327086,-6.751012331945928,-1.4224898454537351,51.0,47.14978501255875,57.209278812096116,19.804347826086932,15.0,1,0,20,0.4007995217780783,4555.0,287.95718625403447
Htr3a-Cre_NO152_Ai14-185555.05.01.01_657210762_m,Undefined,0.0,54.552095647036026,0.9074219548669232,47.897590361445786,74.37988956582022,0.5343897264482983,1.0251036548688885,0.0,53.8336,925.4891,15,9055.647877407982,0.08469581290739397,83,166,0,7786,84,2,15,0,84,84,52.49264906344126,265.2055325877314,5264.221944692886,5,1.967075163398693,617.2876,8.998417721518987,368.78590391523966,0.01564738112698436,737.5718078304793,-10.676224274346353,-0.7143584958478839,27.0,22.104988342673515,164.81398558494072,8.998417721518985,8.0,1,0,20,0.5796050134039091,5687.0,45.54516389496285
Htr3a-Cre_NO152_Ai14-191534.04.01.01_543101964_m,Undefined,0.0,33.77432685608072,0.8960273967584517,29.496,73.3451652331541,0.4532062255859188,1.0294100769509111,0.0,109.7502,598.0215,9,4221.790857010091,0.0886876215770654,62,125,0,3563,64,2,2,0,64,64,75.36601307982986,27.475090198117606,2607.7218024933645,5,2.6446428571428573,220.5661,7.132352941176471,202.00793962656655,0.030283106344296557,404.015879253133,-9.015945005872158,-0.3504789477038135,27.0,24.213286053462994,64.35651173943711,7.132352941176477,3.0,1,0,20,0.9307492954670206,2425.0,52.36296199895892
Htr3a-Cre_NO152_Ai14-200434.06.02.01_653181333_m,Undefined,0.0,35.993509799188644,0.9002619558913424,31.510971786833856,85.76339914881142,0.6023886593549462,1.026882348910675,0.0,54.0741,342.50910000000005,24,11481.929625941186,0.07359323683604409,154,319,0,9734,166,9,1,0,166,166,616.4886369775724,10.885298653303906,7290.862146008484,5,11.376930894308943,681.3504,20.99705882352941,200.69488787982533,0.0320973456601354,401.38977575965066,-7.694651072949652,-0.8853038145398191,66.0,60.16904026837799,103.01153537194574,20.99705882352949,15.0,1,0,20,0.7148310472064662,7139.0,403.4660680201281
